id,doi,year,title,authors,journal,abstract,provenance_techniques,provenance_count,decision,decision_reason,screener
openalex:W3084752078,10.1007/s11002-020-09540-w,2020,Effects of negative social information on the willingness to support charities: the moderating role of regulatory focus,"Nhat Quang Le, Magne Supphellen, Richard P. Bagozzi",Marketing Letters,"Abstract Donation campaigns that have an unsuccessful start often trigger negative social information in the social and mass media (e.g., “few others have donated so far”). Little research exists to shed light on the effects of such information in the context of donations. Across three studies involving different causes and different channels of communication, we find harmful effects of negative social information on the willingness to donate among prevention-focused consumers but tendencies of positive effects for consumers with a promotion focus. We identify response efficacy as a mediator of the harmful effect for prevention-focused consumers. This finding suggests that social proof theory is not sufficient to explain the harmful effect of negative social information. Alternative mediators are tested and rejected. The findings imply that an effective strategy to avoid harmful effects of negative social information is to trigger a promotion focus in target group members and communicate facts about charity effectiveness.",social-proof,1,include,"Marketing Letters 2020 three studies on negative social information × regulatory focus × charity support; eligible (experimental, social-proof variant, donation outcome).",llm-claude-opus-4-7
openalex:W3168289492,10.1177/00222437211025054,2021,The Effect of Slow Motion Video on Consumer Inference,"Yunlu Yin, Jayson S. Jia, Wanyi Zheng",Journal of Marketing Research,"Video advertisements often show actors and influence agents consuming and enjoying products in slow motion. By prolonging depictions of influence agents’ consumption utility, slow motion cinematographic effects ostensibly enhance social proof and signal product qualities that are otherwise difficult to infer visually (e.g., pleasant tastes, smells, haptic sensations). In this research, seven studies, including an eye tracking study, a Facebook Ads field experiment, and lab and online experiments—all using real ads across diverse contexts—demonstrate that slow motion (vs. natural speed) can backfire and undercut product appeal by making the influence agent’s behavior seem more intentional and extrinsically motivated. The authors rule out several alternative explanations by showing that the effect attenuates for individuals with lower intentionality bias, is mitigated under cognitive load, and reverses when ads use nonhuman influence agents. The authors conclude by highlighting the potential for cross-pollination between visual information processing and social cognition research, particularly in contexts such as persuasion and trust, and they discuss managerial implications for visual marketing, especially on digital and social platforms.",social-proof,1,include,"JMR 2021 seven studies including Facebook Ads field experiment, eye-tracking, lab/online experiments on slow-motion video as social-proof cue; eligible (multiple experiments, advertising context, consumer-inference outcome).",llm-claude-opus-4-7
openalex:W3168784367,10.1016/j.erap.2021.100654,2021,Does “chaining” always work towards compliance gaining? The case of the “but you are free” technique and social proof applied to charitable donation,"Alexandre Pascual, T. Salanova, I. Bouhassine, Cédric Denis‐Remis, Daniel Priolo, Fabien Girandola, Nicolas Guéguen",European Review of Applied Psychology,,social-proof,1,include,"European Review of Applied Psych 2021 on chaining 'but you are free' + social-proof for charitable donation; eligible (experimental, social-proof, donation outcome).",llm-claude-opus-4-7
openalex:W3174580865,10.1080/13527266.2021.1936126,2021,Modeling the Factors affecting Online Purchase Intention: The Mediating Effect of Consumer’s Attitude towards User- Generated Content,"Smriti Mathur, Alok Tewari, Akanchha Singh",Journal of Marketing Communications,"User-Generated Content (UGC) has overshadowed other marketing trends and is a version of social proof. Current customer showcases their real-life experience and motivates potential customers to try these products and services. Building trust, creating community, customer engagement, loyalty, and social amplification are the denouements of UGC. This research investigates the impact of Brand Engagement (BE), Perceived Credibility (PC), Perceived Benefit (PB), and Information Quality (IQ) on attitude towards User-Generated Content (UGC). Also, how a consumer’s purchase intention is impacted by a consumer’s attitude towards UGC. The mediating effect of consumer’s attitudes towards UGC was also examined by this study. A sample of 260 consumers was collected in a structured survey for the analysis of data. To examine the hypothesized linkages between the mentioned variables, structural equation modeling was used. It was found that BE, PC, PB, and IQ have a positive effect on consumers’ attitudes towards UGC. Also, it was found that the consumer’s attitude towards UGC positively affected online purchase intentions. The Bootstrapping procedure shows that consumers’ attitude towards UGC possesses significant influence as a mediator between BE, PC, PB, IQ, and PI. The findings of this study can be useful for managers and marketers to enhance their understanding of the new marketing communication strategies.",social-proof,1,include,"J Marketing Communications 2021 study on UGC as social-proof for online purchase intention; eligible (study in marketing journal, social-proof, purchase-intention outcome).",llm-claude-opus-4-7
openalex:W3202474679,10.4324/9781003128052,2021,Evaluating Social Media Marketing,Katarzyna Sanak-Kosmowska,,"This book is an innovative attempt to identify and analyse the processes related to social influence in online buying behaviour, with special attention given to the phenomenon of social proof, which is the basis of social media, recommendation marketing, and word-of-mouth (WOM) marketing. It empirically verifies the factors which influence the effectiveness of social proof,&nbsp;and identifies&nbsp;relevant impact factors. Opening with a literature review of this concept from the perspective of social psychology, sociology, and marketing, this interdisciplinary approach to the issue allows for an in-depth understanding of the mechanisms of the effective use of social proof in contemporary online marketing. Following this, in the context of theoretical considerations, the author analyses the social role and significance of social proof in the buying behaviours of online consumers. The second half of the book presents the results of the author’s quantitative and qualitative research&nbsp;into the effectiveness of social proof. The quantitative research verifies the hypotheses concerning the social role and significance of social proof in buying decisions and identifies the level of confidence in the opinions expressed by other web users. The qualitative research focuses on the empirical verification of the effectiveness of social proof mechanisms. Additionally, attention is given to sensitivity to social proof, i.e. the factors that increase the effectiveness of such messages, from&nbsp;both the sender’s and the recipient’s perspective, as well as the forms and channels of communication. Written for scholars and researchers interested in the debate on the transparency of activities carried out by companies in the area of online marketing, the book’s detailed analysis of influence utilizing both quantitative and qualitative studies may be of interest to a wider group of academics including economists, psychologists and sociologists.",social-proof,2,include,2021 book on social-media marketing × social-proof effectiveness; eligible (synthesis of empirical social-proof literature in commercial setting).,llm-claude-opus-4-7
openalex:W4312786803,10.1080/02650487.2021.1982530,2021,"How do consumers choose to click ‘like’ on luxury ads in social media? Role of envy, number of likes, and culture","Inhye Kim, Yung Kyun Choi, Sungmi Lee",International Journal of Advertising,"We conducted two experimental studies to examine how malicious and benign envy and the number of likes as a social proof determine the intention to click “like” on luxury advertisements on social media. As expected, benign enviers reacted positively to an ad with high like totals. In contrast, malicious enviers reacted positively to an ad with low like totals. Testing the effects of culture on this relationship revealed individualistic versus collectivist cultural differences. US consumers tend to have higher intentions to click “like” when malicious envy is paired with low numbers of likes. Comparatively, Korean consumers show higher click intentions when benign envy is paired with high numbers of likes. Theoretical and managerial implications are discussed.",social-proof,1,include,"Int J Advertising 2021 two experiments on social-proof (like counts) + envy in luxury social-media ads; eligible (experimental, social-proof, ad-click compliance outcome).",llm-claude-opus-4-7
openalex:W4382939496,10.1002/cb.2208,2023,The role of dark pattern stimuli and personality in online impulse shopping: An application of <scp>S‐O‐R</scp> theory,"Rebecca L. Abbott, Ray Sin, Christian Hans Pedersen, T.E. Harris, Talia Beck, Simon Nilsson, Tracy Dong, Yi Wang, Yue Li",Journal of Consumer Behaviour,"Abstract Online impulse shopping is a growing industry. This paper uses the Stimulus‐Organism‐Response framework to model online impulse purchase behavior using a novel combination of stimuli and organism characteristics. The stimuli: social proof, limited‐quantity scarcity, and high‐demand, are three commonly used website features known as dark patterns. The organism characteristic personality is measured by the big 5 personality traits and persona generated through latent profile analysis. Using the machine learning algorithm XGBoost, impulse purchasing response was predicted separately for each dark pattern stimuli. Results show personality characteristics are important features when predicting consumer impulse purchasing in response to dark pattern messages. Moreover, the personality traits (and personas) most predictive of impulse shopping behavior varied by type of dark pattern. Findings suggest personality influences susceptibility to different dark patterns, indicating a need for tailored interventions to mitigate individual consumer vulnerabilities to impulse shopping.",social-proof,1,include,"J Consumer Behaviour 2023 study using S-O-R framework on social-proof + scarcity dark patterns × personality for online impulse shopping; eligible (commercial setting, persuasion mechanisms, behavior outcome).",llm-claude-opus-4-7
openalex:W4386577551,10.30935/ojcmt/13655,2023,Social proof is ineffective at spurring costly pro-environmental household investments,"Philipp T. Schneider, Vincent Buskens, Arnout van de Rijt",Online Journal of Communication and Media Technologies,"One of the most popular techniques of persuasion in online marketing is social proof, also referred to as social validation. It takes advantage of the fact that when other individuals have decided in favor of a particular behavior people are more likely to follow that behavior as it is perceived as more valid. Yet there is a theoretical reason to be skeptical about the effectiveness of this persuasion technique for the encouragement of more costly investment decisions taken under high uncertainty. This study investigated the effectiveness of social proof in influencing consumer responses to calls for action on a bank’s sustainable home improvement website. A first field experiment investigated whether participants engaged more with a webpage that provided a personalized testimonial or informed users that thousands of other clients had used the bank’s sustainable home improvement services. A second field experiment encouraged clients to use the bank’s services to obtain solar panels and we again investigated whether clients engaged more with a webpage that provided a personalized testimonial rather than without such a testimonial. Clients were directed to these webpages through a newsletter that is distributed to half a million clients of the bank. Overall, our evidence suggests that messages of social proof are ineffective at urging customers to consider larger pro-environmental household investments, let alone making those investments.",social-proof,1,include,"Online Journal Communication Media Technologies 2023 study on social-proof effectiveness for costly pro-environmental investment; eligible (commercial investment-decision outcome, social-proof technique).",llm-claude-opus-4-7
openalex:W4386744926,10.3390/info14090504,2023,Using ChatGPT and Persuasive Technology for Personalized Recommendation Messages in Hotel Upselling,"Manolis Remountakis, Konstantinos Kotis, Babis Kourtzis, George E. Tsekouras",Information,"Recommender systems have become indispensable tools in the hotel hospitality industry, enabling personalized and tailored experiences for guests. Recent advancements in large language models (LLMs), such as ChatGPT, and persuasive technologies have opened new avenues for enhancing the effectiveness of those systems. This paper explores the potential of integrating ChatGPT and persuasive technologies for automating and improving hotel hospitality recommender systems. First, we delve into the capabilities of ChatGPT, which can understand and generate human-like text, enabling more accurate and context-aware recommendations. We discuss the integration of ChatGPT into recommender systems, highlighting the ability to analyze user preferences, extract valuable insights from online reviews, and generate personalized recommendations based on guest profiles. Second, we investigate the role of persuasive technology in influencing user behavior and enhancing the persuasive impact of hotel recommendations. By incorporating persuasive techniques, such as social proof, scarcity, and personalization, recommender systems can effectively influence user decision making and encourage desired actions, such as booking a specific hotel or upgrading their room. To investigate the efficacy of ChatGPT and persuasive technologies, we present pilot experiments with a case study involving a hotel recommender system. Our inhouse commercial hotel marketing platform, eXclusivi, was extended with a new software module working with ChatGPT prompts and persuasive ads created for its recommendations. In particular, we developed an intelligent advertisement (ad) copy generation tool for the hotel marketing platform. The proposed approach allows for the hotel team to target all guests in their language, leveraging the integration with the hotel’s reservation system. Overall, this paper contributes to the field of hotel hospitality by exploring the synergistic relationship between ChatGPT and persuasive technology in recommender systems, ultimately influencing guest satisfaction and hotel revenue.",social-proof,1,include,Information 2023 paper on ChatGPT + persuasive tech for hotel upselling recommendation messages; eligible (commercial-context persuasion intervention).,llm-claude-opus-4-7
openalex:W4388931308,10.1108/bfj-08-2023-0676,2023,Does social proof and herd behaviour drive food choices of consumers?,"Toritseju Begho, Shuainan Liu",British Food Journal,"Purpose People often look to the opinions and actions of others to guide their food choices, especially when they are uncertain or unfamiliar with a particular food. This influence can be positive or negative depending on the context and can have an impact on food consumption and health outcomes. Design/methodology/approach The paper analysed data from 500 young adult consumers in China and employed a multi-study design to examine various aspects of social proof and herd behaviour in food choices. Experiment 1 examined the influence of testimonials from an influential person on buying decisions and eating behaviour. Experiment 2 explored whether herd behaviour drives food options. Experiment 3 assessed the influence of social proof on food choices. Chi-square tests of independence were conducted to examine the relationship between social proof and food choice, as well as herd behaviour and food decision-making. Several logit regression analyses were performed to identify the factors that drive consumers' susceptibility to social proof and herding. Findings The results indicated that the source of feedback, whether from an influential person or a family member, did not have a statistically significant effect on the likelihood of following the food guide recommendations. The preference for a healthier food option was stronger than following the herd. In contrast, social proof in the form of reviews and ratings influenced participants' choices. The paper highlights the usefulness for stakeholders and policymakers seeking to promote healthier eating habits. Originality/value The originality lies in its comprehensive approach, combining multiple experiments and analytical methods.",social-proof,1,include,British Food Journal 2023 multi-study analysis N=500 on social proof × herd behavior × food choices in young Chinese consumers; eligible.,llm-claude-opus-4-7
openalex:W4389202083,10.1177/00222429231220295,2023,Adoption of New Technology Vaccines,"Laura Zimmermann, Jeeva Somasundaram, Barsha Saha",Journal of Marketing,"Extensive research has examined the diffusion of innovations for products that can be trialed, and where the most adverse outcome, if a product fails, is a financial loss. However, less research has explored consumer responses to innovations in highly uncertain contexts characterized by health losses, lack of trialability, and the opportunity to free ride on other's adoption. This research focuses on vaccine decision making as a unique case within such contexts and extends the findings to other domains. Four studies (N total = 1,796; five supplementary studies, N total = 643) test the propositions of a formal model that incorporates uncertainty and others' choices into the adoption decision. The results show that consumers are surprisingly averse to products that are described as employing a new technology (e.g., mRNA technology) and require an “efficacy premium” to compensate for higher perceived uncertainty. However, considerable heterogeneity exists due to individual differences in technology readiness, trust in government, and risk attitudes. Notably, despite the prominent threat of free riding, a social proof nudge (communicating increasing population adoption) effectively reduces aversion to new technology. In this context, social proof information does not merely drive conformity or social learning, but instead increases adoption of new technology by alleviating perceived uncertainty.",social-proof,1,include,"Journal of Marketing 2023 research on vaccine adoption innovation diffusion × social-proof; eligible (commercial-decision-analog adoption, social-proof, behavior outcome).",llm-claude-opus-4-7
openalex:W4396519556,10.1080/08959420.2024.2347808,2024,Cognitive Reflection and Social Proof: Navigating Complex Tax Incentives for Retirement Savings,"Thanee Chaiwat, Athiphat Muthitacharoen, Chanalak Chaisrilak",Journal of Aging & Social Policy,"As the population ages, the urgency to ensure financial security in retirement intensifies. Governments have introduced tax incentives to promote retirement savings, but their complexity could pose challenges. Navigating these complex tax incentives often requires both cognitive reflections, the ability to resist impulsive answers and consider an issue thoughtfully, and social proof, the influence of others' endorsements on one's decisions. This study investigates the roles of these factors on the utilization of intricate tax incentives designed for retirement savings. We conduct a survey-based experiment on Thai taxpayers with varied complexity rules and framing message scenarios. Our findings indicate that individuals with higher Cognitive Reflection Test (CRT) scores are more likely to select complex tax incentives. We further illustrate that cognitive reflection has a more substantial impact on the decision to engage in a complex tax incentive than social proof. This highlights the importance of intrinsic cognitive abilities in navigating complex financial decisions. We also establish that the influence of social proof is particularly significant among individuals with lower cognitive reflection scores, signifying a nuanced interplay between individual cognitive abilities and social influences. Our findings highlight the importance of accounting for cognitive abilities and social proof dynamics when crafting retirement saving incentives.",social-proof,1,include,"J Aging & Social Policy 2024 study on cognitive reflection × social proof × tax incentives for retirement savings; eligible (commercial-financial-decision context, social-proof, savings outcome).",llm-claude-opus-4-7
openalex:W4405411743,10.1016/j.jretconser.2024.104199,2024,Beyond likes and comments: How social proof influences consumer impulse buying on short-form video platforms,"Wensheng Huang, Xiaochen Wang, Qianyao Zhang, Junhui Han, Runtong Zhang",Journal of Retailing and Consumer Services,,social-proof,1,include,"J Retailing and Consumer Services 2024 on social proof × consumer impulse buying on short-form video; eligible (commercial context, social-proof, impulse-buy outcome).",llm-claude-opus-4-7
pmid:39422486,10.1080/10810730.2024.2399568,2024,The Effects of Behaviorally Informed Messages on COVID-19 Vaccination Intentions and Behavior: Evidence from Randomized Survey Experiments in South Africa.,"Buttenheim AM, Köhler T, Eyal K, Maughan-Brown B",Journal of health communication,,social-proof,1,include,"J Health Comm 2024 PMID — randomized survey experiments in South Africa on behaviorally informed messages for COVID vaccination; eligible (RCT, persuasion messages, behavior intent).",llm-claude-opus-4-7
arxiv:2502.01349v4,,2025,Bias Beware: The Impact of Cognitive Biases on LLM-Driven Product Recommendations,"Giorgos Filandrianos, Angeliki Dimitriou, Maria Lymperaiou, Konstantinos Thomas, Giorgos Stamou",arXiv,"The advent of Large Language Models (LLMs) has revolutionized product recommenders, yet their susceptibility to adversarial manipulation poses critical challenges, particularly in real-world commercial applications. Our approach is the first one to tap into human psychological principles, seamlessly modifying product descriptions, making such manipulations hard to detect. In this work, we investigate cognitive biases as black-box adversarial strategies, drawing parallels between their effects on LLMs and human purchasing behavior. Through extensive evaluation across models of varying scale, we find that certain biases, such as social proof, consistently boost product recommendation rate and ranking, while others, like scarcity and exclusivity, surprisingly reduce visibility. Our results demonstrate that cognitive biases are deeply embedded in state-of-the-art LLMs, leading to highly unpredictable behavior in product recommendations and posing significant challenges for effective mitigation.",social-proof,1,include,"arXiv 2025 study on cognitive biases × LLM-driven product recommendations; eligible (commercial recommendation context, persuasion mechanism, consumer-decision outcome).",llm-claude-opus-4-7
openalex:W4408652447,10.1080/0144929x.2025.2477053,2025,Designing AI to foster acceptance: do freedom to choose and social proof impact AI attitudes among British and Arab populations?,"Sameha Alshakhsi, Mohamed Basel Almourad, Areej Babkir, Dena Al‐Thani, Ala Yankouskaya, Christian Montag, Raian Ali",Behaviour and Information Technology,"This study examines the impact of two key AI interaction modalities—freedom of choice and social proof—on public attitudes toward AI, focusing on cultural differences between UK and Arab participants. Freedom of choice refers to the option of selecting a non-AI, possibly human, alternative, while social proof refers to knowing that others have used AI without issues. Four scenarios were designed, combining the presence or absence of social proof and freedom of choice. The context used was a customer service chatbot for a telecommunications company, a familiar example to all participants. A total of 639 participants (316 British and 323 Arab) were introduced to the modalities and then the scenarios in randomized order, then asked about their reactions. Factor analysis grouped their responses into two categories: personal and social good, and risks and ethical concerns. The results indicate that both social proof and freedom of choice positively influence perceptions of the personal and social benefits of AI while reducing perceived risks and ethical concerns. When one modality was present but not the other, freedom of choice had a stronger effect on improving positive perceptions and reducing concerns than social proof. Cultural differences between Arab and UK participants were minor but present, suggesting that both groups generally respond similarly to these AI interaction modalities. The findings highlight the importance of providing a human alternative and avoiding reliance solely on social proof or similar strategies to build trust in AI.",social-proof,1,include,"Behaviour and Information Technology 2025 on AI acceptance × freedom-to-choose × social-proof × UK/Arab cultural differences; eligible (experimental, social-proof, AI-acceptance attitude outcome).",llm-claude-opus-4-7
openalex:W4413819776,10.1016/j.jretconser.2025.104502,2025,"Beyond persuasion Knowledge: Examining the roles of visual appeal, visual congruence, and social proof in influencer advertising","Juan Kong, Chen Lou",Journal of Retailing and Consumer Services,"In digital marketing, social media influencers are pivotal in shaping consumer-brand relationships. However, sponsorship disclosures often elicit skepticism, undermining Engagement and perceived authenticity. This study explores how visual appeal, visual congruence, and social proof enhance consumer Engagement with sponsored content, with ideal self-congruence acting as a mediator. Grounded in self-congruity theory and the Elaboration Likelihood Model (ELM), we hypothesize that visual cues mitigate the adverse effects of sponsorship disclosures through distinct psychological mechanisms. A survey of 292 participants reveals that visual congruence enhances Engagement directly by fostering cognitive authenticity and identity alignment, as well as indirectly through ideal self-congruence. Visual appeal, as a peripheral cue, drives Engagement exclusively through ideal self-congruence. Meanwhile, social proof operates independently of self-congruence, leveraging heuristic validation to boost Engagement. These findings advance the understanding of visual persuasion in influencer marketing, offering actionable strategies for brands to design content that maintains transparency while fostering authenticity and psychological resonance.",social-proof,1,include,"J Retailing Consumer Services 2025 study on visual appeal × social-proof × influencer ads engagement; eligible (commercial context, social-proof, consumer-engagement outcome).",llm-claude-opus-4-7
openalex:W4416449881,10.1016/j.actpsy.2025.105945,2025,"Trust in AI vs. human doctors: The roles of subjective understanding, perceived epistemic authority and social proof","Xiaotong Ding, Cai Xing",Acta Psychologica,"Artificial intelligence (AI) is emerging as a valuable assistant in healthcare and can help alleviate the burden on overstretched medical systems. Yet, despite comparable or superior performance, AI doctors are often trusted less than their human counterparts. To identify the mechanisms underlying this trust disparity, we conducted four studies (N = 1040). Study 1 utilized self-report measures to provide initial correlational evidence for both mediations. Studies 2a and 2b employed experimental designs to establish causal mediating effects. Study 3 explored a potential boundary condition for the mediation. The results revealed that, subjective understanding and perceived epistemic authority mediated the effect of doctor type (AI vs. human) on trust. Specifically, compared to human doctors, individuals experienced greater subjective difficulty in understanding the diagnostic process of AI, and they perceived AI doctors as possessing lower epistemic authority. These ultimately led to the lower levels of trust in AI doctors. Moreover, social proof moderated the mediating effect of subjective understanding but not that of perceived epistemic authority. These findings support and enrich the three-layered model of trust in automation, and offer practical guidance for the development of trustworthy AI doctors.",social-proof,1,include,"Acta Psychologica 2025 four studies (N=1040) on AI vs human doctor trust × epistemic authority × social proof; eligible (experimental, authority + social-proof, trust/decision outcome).",llm-claude-opus-4-7
osf:7a3bg,,2025,Social Proof in Coach Selection 2,,OSF Registrations,"This registration describes the second study of a two-study project investigating how deceptive designs (dark patterns) influence users’ decisions in an online coach booking environment.
The first study (Study 1) used explicit instructions that guided participants to evaluate coaches on four objective criteria (industry experience, education, ICF certification, coaching strategy).
In Study 2, we remove these explicit evaluation criteria from the instructions. Participants are still asked to choose the best coach for their supervisor but are no longer directed to focus on specific qualification attributes.
We expect that by reducing the salience of objective qualification information, participants will rely more on heuristic cues such as social proof (star ratings) and electronic word of mouth (customer text reviews) when rating and ranking coaches.
All other aspects of the design, including manipulations, measurements (REI-20), randomization, and analysis plan, remain identical to Study 1.
This two-study design allows us to examine whether the strength of deceptive design effects depends on how explicitly objective qualification criteria are highlighted in the decision task.",social-proof,1,include,"OSF 2025 second study on social-proof dark patterns in online coach booking; eligible (preregistered experiment, social-proof, commercial-booking outcome).",llm-claude-opus-4-7
osf:96mun,,2025,Social Proof in Coach Selection,,OSF Registrations,"This experimental study investigates whether deceptive designs (also known as dark patterns) influence users’ choices in an online coach booking environment, and whether individual thinking styles interact with these effects. Deceptive designs are techniques intended to influence users’ decisions in ways that benefit the platform provider, often to the detriment of the user. They exploit heuristics and cognitive biases through elements such as social proof (e.g., star ratings) and electronic word of mouth (eWOM; e.g., customer text reviews).

While regulatory agencies in the US and EU have started addressing deceptive designs, for example in cookie banner regulations, there is still limited evidence on their actual effectiveness in increasing purchase intentions or influencing selection decisions. This study aims to contribute to this gap by testing whether social proof and eWOM lead users to choose less suitable coaches, and whether these effects are moderated by individual differences in thinking styles.

Participants will be randomly assigned to one of four groups (control, star rating &amp; customer review, star rating only, customer review only). They will rate and rank coach profiles that are either unmanipulated or contain deceptive design elements. Additionally, participants will complete the REI-20 (Rational–Experiential Inventory) to assess their preference for rational versus experiential thinking. The findings will help advance the understanding of how deceptive designs interact with cognitive styles and whether certain individuals are more susceptible to these designs.",social-proof,1,include,"OSF 2025 preregistered study on social-proof dark patterns in online coach selection; eligible (preregistered experiment, social-proof, commercial booking decision).",llm-claude-opus-4-7
doi:10.1108/gkmc-06-2023-0188,10.1108/gkmc-06-2023-0188,2026,Social proof: empowering social commerce through social validation,"Nitin Patwa, Monika Gupta, Amit Mittal","Global Knowledge, Memory and Communication","
                    Purpose
                    This study aims to examine the impact of consumer risk appetite, biases (specifically negative recency bias), and the importance of reviews in enhancing information quality. By analyzing these variables, the authors gain insights into their role in enriching the overall information spectrum available to consumers. The findings contribute to a better understanding of how risk appetite, biases and consumer reviews shape the quality of information.
                  
                  
                    Design/methodology/approach
                    The questionnaire assessed the relationship between dependent and independent variables by asking participants to rate their experiences in relevant scenarios. Variance-based structural equation modeling with the ADANCO program was used to examine the data. ADANCO software is used explicitly for variance-based structural equation modeling. To evaluate research models and test hypotheses, partial least square path modeling is used.
                  
                  
                    Findings
                    The efficiency of reviews and ratings is greatly influenced by consumer risk appetite. Businesses should focus on clients who are willing to take risks and balance positive and negative feedback. It is essential to comprehend how customers understand reviews. Credibility is increased by taking biases into account and encouraging unbiased criticism. Promoting thorough reviews strengthens influence. Monitoring and making use of these elements improve online reputation and commercial success.
                  
                  
                    Research limitations/implications
                    The research has limitations due to the simplicity of the attributes taken into account and the requirement for a larger sample size. Overcoming barriers to promote consistent client feedback is essential, and tailored emails can help with assessment generation. Increased customer participation in writing evaluations can be achieved by removing obstacles and highlighting the advantages of participation.
                  
                  
                    Originality/value
                    Businesses and buyers rely on this “organically” generated content as the basis of their promotional strategy and buying decisions. Most of the research is related to consumer reviews, their behavior and the importance of social validation. However, some critical aspects related to this need further investigation.
                  ",social-proof,2,include,"Global Knowledge Memory Communication 2026 on social-proof in social commerce information quality; eligible (commercial context, social-proof, consumer outcome).",llm-claude-opus-4-7
