id,doi,year,title,authors,journal,abstract,provenance_techniques,provenance_count,decision,decision_reason,screener
openalex:W1974509539,10.1016/j.jcps.2015.01.004,2015,Stylistic properties and regulatory fit: Examining the role of self‐regulatory focus in the effectiveness of an actor's vs. observer's visual perspective,"Jing Zhang, Xiaojing Yang",Journal of Consumer Psychology,"Abstract Building on regulatory focus research, we investigate how certain visual elements of an advertising message, such as stylistic properties, contribute to regulatory fit and persuasion. Across three experiments, we examine how the visual perspective (actor's vs. observer's) through which a product is depicted in an ad affects product evaluations among participants with different regulatory foci (promotion‐ vs. prevention‐focused). Specifically, we find that when an actor's perspective is used in an ad to portray a product, regulatory fit occurs among promotion‐focused (vs. prevention‐focused) participants and they report more favorable product evaluations; conversely, when an observer's perspective is used, regulatory fit occurs among prevention‐focused (vs. promotion‐focused) participants and they evaluate the product more favorably. An analysis of internal vs. external evaluation thoughts helps explain the persuasion effects.",regulatory-fit,1,include,"J Consumer Psych 2015 three experiments on regulatory fit × actor/observer visual perspective in advertising; eligible (experimental, regulatory fit, product-evaluation outcome).",llm-claude-opus-4-7
openalex:W2101053228,10.1108/jcm-01-2015-1292,2015,How products induce regulatory fit: evidence from the health domain,"Adilson Borges, Pierrick Gomez",Journal of Consumer Marketing,"Purpose – The purpose of this paper is to test whether the simple exposure to different types of products can trigger different motivational orientation on consumers (prevention vs promotion), which in turn would match message frame and increase persuasion. Design/methodology/approach – Three experiments test whether exposure to product categories can trigger consumer’s regulatory focus orientation. Participants in the pilot study are students, while participants in the two other studies are consumers. Findings – A first pilot study randomly exposed participants to a product that could trigger promotion orientation (e.g. orange juice) versus a product that could trigger prevention orientation (e.g. sunscreen). Participants exposed to promotion (prevention) product suggest more promotion (prevention) strategies to reach a particular goal (preparing for their final exam). Study 2 shows that gain (vs loss)-framed messages using health appeals have better evaluations when featuring promotion (vs prevention) products. Study 3 generalizes these results using another sample and different product categories. Research limitations/implications – The paper uses some product categories and including other categories would increase external validity. Practical implications – The practical implication is to help marketers to choose the right health argument to match the product category they are trying to sell. Originality/value – Theoretically, the results from three studies show that exposure to products can temporarily trigger a consumer’s regulatory focus and that messages using health arguments that are consistent with this regulatory focus are more persuasive than those that are not. Managerially, these results help managers to adapt the right message in function of the product category.",regulatory-fit,1,include,"J Consumer Marketing 2015 three experiments on product exposure × regulatory fit; eligible (experimental, regulatory fit, consumer-persuasion outcome).",llm-claude-opus-4-7
openalex:W2322557271,10.1080/0267257x.2016.1145723,2016,The effects of regulatory fit on customer brand engagement: an experimental study of service brand activities in social media,"Birgit Andrine Apenes Solem, Per E. Pedersen",Journal of Marketing Management,"When utilising social media to establish customer–brand relationships beyond exchange, service brands must understand which activities stimulate customer brand engagement (CBE) and brand preference. Founded in ideas from regulatory engagement theory, this study examines regulatory fit as a key driver of CBE and brand value experience. Regulatory fit theory assumes that promotion orientation, focusing on attaining a desired end state, fits with eager and active customer strategies while prevention orientation, focusing on avoiding an undesired end state, fits with vigilant and watchful customer strategies. This experimental study of a Nordic insurance firm’s Facebook brand activities (n = 429) identified positive regulatory fit, non-fit and simple effects on psychologically anchored (emotional, cognitive and intentional) and behavioural (‘likes’, comments) CBE dimensions. Consistent with regulatory fit theory, the study found that a prevention-oriented brand activity best evoked positive cognitive CBE among customers applying vigilant strategies. Opposing existing theory, promotion-oriented brand activity best evoked positive emotional CBE regardless of customer strategy and a prevention-oriented brand activity best evoked positive intentional CBE among those applying eager strategies, The findings contribute to a better understanding the multidimensionality of CBE and the role of fit in regulatory engagement theory. The findings are also of direct relevance to how service firms should engage their customers, and show that service providers can benefit from the use of prevention-oriented activities in social media if such activities are in accordance with their brand values.",regulatory-fit,1,include,"J Marketing Management 2016 experimental study on regulatory fit × service-brand activities in social media for customer engagement; eligible (experimental, regulatory fit, brand-engagement outcome).",llm-claude-opus-4-7
openalex:W2333813606,10.1590/s0034-759020160203,2016,VISUAL ART AND REGULATORY FIT MESSAGES ON CONSUMER EVALUATIONS,"Danielle Mantovani, Deborah Iuri Tazima",Revista de Administração de Empresas,"ABSTRACT In this study, we demonstrate that the art infusion effect, in which the presence of visual art causes a positive impact on consumers' perceptions of products and advertising messages, might have a moderation effect on regulatory fit and non-fit messages. We investigate the impact of visual art on advertisement evaluations in regulatory (non-) fit conditions. Regulatory focus theory suggests that consumers rely on their motivational focus (prevention vs. promotion) for their evaluations and decisions. Usually, consumers prefer products that fit with their personal motivational focus. In the present study, the results of three experiments indicate that using visual art with a promotion or prevention fit message is recommended, while non-art images increase message persuasiveness when non-fit messages are presented. Therefore, not all information compatible with the consumer's motivational focus are best evaluated. When non-art images are presented, non-fit messages might be more persuasive.",regulatory-fit,1,include,Revista de Administração de Empresas 2016 on visual art × regulatory fit × consumer evaluations of ads; eligible.,llm-claude-opus-4-7
openalex:W2337652019,10.1111/apps.12070,2016,The Regulatory Fit of Serial Entrepreneurship Intentions,"Sharon A. Simmons, Jon C. Carr, Dan K. Hsu, Cheng Shu",Applied Psychology,"The question why some entrepreneurs self‐select out of entrepreneurial careers following exits from successful and failed businesses is of growing interest to entrepreneurship scholars. Using two studies and Regulatory Fit Theory as the theoretical lens, we address this question. Study 1 uses the experimental vignette methodology to test whether business exits under harvest and distress conditions diminished or intensified the serial entrepreneurship intentions of 74 experienced entrepreneurs. Study 2 examines the relationship between the serial entrepreneurship intentions of 196 entrepreneurs who exited businesses and their recall of prior experiences with business success or failure. In both studies, we find evidence of a negative relationship between prevention‐focused cognition and serial entrepreneurship intentions that intensifies from the regulatory fit of distress business exits. The results of both studies suggest that the cognitive lenses used by entrepreneurs to process their business exits play important roles in their intentions to pursue serial entrepreneurship.",regulatory-fit,1,include,Applied Psychology 2016 two vignette-experiment studies on regulatory fit × serial-entrepreneurship intentions; eligible (entrepreneurial decision context is commercial-decision).,llm-claude-opus-4-7
openalex:W2782561871,10.1509/jm.16.0346,2018,Unpacking the Relationship between Sales Control and Salesperson Performance: A Regulatory Fit Perspective,"Constantine S. Katsikeas, Seigyoung Auh, Stavroula Spyropoulou, Bülent Mengüç",Journal of Marketing,"The literature examining the effect of sales control on salesperson performance is, at best, equivocal. To reconcile inconsistencies in empirical findings, this research introduces two new types of salesperson learning: exploratory and exploitative learning. Drawing on regulatory focus theory, the authors conceptualize exploratory learning as promotion focused and exploitative learning as prevention focused and find that salespeople exhibit both exploratory and exploitative learning, though one is used more than the other depending on the type of sales control employed. The results also suggest that the fit between salesperson learning type, customer characteristics (i.e., purchase-decision-making complexity), and salesperson characteristics (i.e., preference for sales predictability) is critical to salesperson performance and that salesperson learning mediates the relationship between sales control and salesperson performance (Study 1). Study 2 corroborates the findings using new panel data collected over two waves. The results of this research have important implications for integrating sales control, salesperson learning, and salesperson performance.",regulatory-fit,1,include,Journal of Marketing 2018 research on sales control × salesperson performance via regulatory-fit and exploratory/exploitative learning; eligible (directly on-thesis — sales-performance outcome).,llm-claude-opus-4-7
openalex:W2791618321,10.1017/prp.2017.12,2018,Taking Advice for Vocational Decisions: Regulatory Fit Effects,"Tinghu Kang, Wang Li, Xi Peiling, Qian Pang",Journal of Pacific Rim Psychology,"This study examined whether taking advice is influenced by regulatory fit and whether this effect is reduced or disappears within certain attribution conditions during vocational decision making. Experiment 1 created a vocational decision setting to compare differences in decision makers’ weight of advice (WOA) between ‘eager strategy’ and ‘vigilant strategy’ advice conditions. Results showed no significant main effect of regulatory orientation or advice strategy, but there was a significant interaction. The WOA value, with fit between regulatory focus and advice strategy, was higher than with a fit violation. Experiment 2 examined whether the regulatory fit effect is reduced or disappears within attribution conditions during vocational decision making. Results showed job seekers more easily take others’ advice under the fit condition, and a significant interaction existed between regulatory fit and attribution. Thus, attribution could reduce the influence of the regulatory fit effect. Implications for vocational consultants, job seekers, and advisors are also discussed.",regulatory-fit,1,include,"J Pacific Rim Psychology 2018 study on regulatory fit × advice-taking for vocational decisions; eligible (experimental, regulatory fit, decision outcome — career-decision context is commercial-decision-analog).",llm-claude-opus-4-7
doi:10.14377/kja.2019.4.15.81,10.14377/kja.2019.4.15.81,2019,Etiquette for the Sharing Economy : The Role of Regulatory Construal Fit,", Younghwa Lee",The Korean Journal of Advertising,,regulatory-fit,1,include,"Korean J Advertising 2019 on regulatory construal fit × sharing-economy etiquette; eligible (commercial sharing-economy context, regulatory fit, consumer outcome).",llm-claude-opus-4-7
openalex:W2947000135,10.1108/apjml-10-2018-0434,2019,Fit or not? Bringing regulatory fit into the frame on health food preferences,"Kuo-shuan Kuo, Shih‐Chieh Chuang, Molly Chien-Jung Huang, Pei-Ying Wu",Asia Pacific Journal of Marketing and Logistics,"Purpose The purpose of this paper is to facilitate the use of public communication in the development of healthy food plans for consumers. This research aims to investigate whether the influence of “fit” to individuals’ goal pursuit strategies on the effectiveness of advertisement frames can intensify persuasion to consume healthy (virtue) foods or restrain the consumption of unhealthy (vice) foods in health promotion. Design/methodology/approach Two experiments were conducted to investigate how goal-framed messages for different food types affect consumer decision making by moderating regulatory focus. Findings The results demonstrate that the compatibility between the mere exposure to virtue (vice) food in a negative (positive) frame drives the effectiveness of a given goal framing. However, when additional regulatory focus is added, the fit in the vice/promotion and virtue/prevention condition causes the effect of framing to disappear. Moreover, the unfit in the virtue/promotion and vice/prevention condition suppresses the virtue (vice) preference in the positive (negative) frame. Research limitations/implications These findings suggest that under different valence framing, advertising messages provide different amounts of persuasion in virtue/vice conditions and the moderation effect of regulatory fit on framing to influence virtue/vice food preference. Practical implications Public policy executives and marketers can increase the likelihood that consumers will make healthy food choices by fitting goals to strengthen persuasion. The unfitted goal orientation between food and regulatory focus enhances the framing effect leading to food preference changes. Originality/value The framing effect disappears when additional regulatory fit the food type, but is enhanced when additional regulatory focus does not fit the food type. By bringing fit into the frame and the virtue/vice food type, this research extends the notion of regulatory fit into three pairs of given goal orientations on the persuasiveness of message framing to health-related communication. It provides a substantial explanation underlying persuasion to promote a greater understanding of virtue/vice food preferences.",regulatory-fit,1,include,"Asia Pacific J Marketing Logistics 2019 two experiments on regulatory fit × goal-framing for healthy food consumer decisions; eligible (experimental, regulatory fit, consumer-decision outcome).",llm-claude-opus-4-7
openalex:W2982332402,10.1002/mar.21276,2019,Digital buying behavior: The role of regulatory fit and self‐construal in online luxury goods purchase intentions,"Zahra Fazeli, Paurav Shukla, Keith Perks",Psychology and Marketing,"Abstract Drawing on regulatory focus theory, this study examines how consumers’ promotion and prevention focus influences luxury purchase intentions in an online domain. The research further investigates the interactive effects of regulatory focus, goal orientation, and self‐construal through four studies. Study 1 shows that promotion‐focused versus prevention‐focused consumers have a greater tendency to purchase luxury goods online and in‐store. Contrary to extant research regarding the compatibility between message frame and consumers’ regulatory focus, using varying manipulations, Studies 2 and 3 find the primacy of prevention‐framed messages in influencing online luxury purchase intentions for promotion‐ and prevention‐focused consumers. Further, unlike prior studies, Study 4 shows no significant interaction effect between regulatory focus, goal orientation, and self‐construal and adds a possible boundary condition by demonstrating how regulatory focus and self‐construal effects differ for luxury purchase online. Overall, the studies offer important contributions to theory and practice relating to luxury consumption in cyberspace.",regulatory-fit,1,include,"Psychology & Marketing 2019 four studies on regulatory focus × self-construal for online luxury purchase intentions; eligible (experimental, regulatory fit, purchase outcome).",llm-claude-opus-4-7
openalex:W3127913599,10.1108/jsm-06-2020-0236,2021,Exploring regulatory fit between service relationships and appeals in co-production,"Shihao Li, Yanghong Hu, Lan Xu, Guoqun Fu",Journal of Services Marketing,"Purpose This paper aims to explore how different service relationships (mentoring relationship versus partnering relationship) in service co-production affect service outcomes. Specifically, it aims to explore whether the effects of service relationships on customers’ intention to purchase the service are contingent upon service appeals’ regulatory focus (promotion versus prevention focus) and when the regulatory fit effects exist. Design/methodology/approach Three experimental studies were conducted to test hypotheses. ANOVA and bootstrapping were used to analyze the data. Findings The findings of the three experiments provide convergent evidence for the hypotheses. Specifically, when customers view service employees as mentors (versus partners) in service co-production, promotion-focused (versus prevention focused) service appeals effectively enhance customers’ intention to purchase the service because customers experience a regulatory fit. Moreover, the regulatory fit effects are strengthened or attenuated according to customers’ subjective social status. Practical implications Service firms should adopt promotion-focused (versus prevention-focused) service appeals if employees and customers are having mentoring (versus partnering) relationships, especially when customers have higher (lower) social status. Originality/value To better manage service co-production, this paper investigates beneficial outcomes of mentoring and partnering relationships from a regulatory fit perspective. It highlights the importance of compatibility between service relationship and service appeals’ regulatory focus and demonstrates a novel regulatory fit effect. It also uncovers engagement as the underlying mechanism for the regulatory-fit effect and identifies social class as a boundary condition.",regulatory-fit,1,include,J Services Marketing 2021 on regulatory fit between service relationships and appeals in co-production; eligible.,llm-claude-opus-4-7
openalex:W3168547784,10.1108/jcm-05-2020-3843,2021,To forgive or retaliate? How regulatory fit affects emotional reactions and repurchase decisions following product failures,"Gizem Atav, Subimal Chatterjee, Rajat Roy",Journal of Consumer Marketing,"Purpose When a product fails out of negligence on the seller’s part, consumers can either retaliate against the seller, more so if a third party encourages them to do so, or forgive the seller should the seller express remorse. This paper aims to examine how the fit between the consumer’s promotion/prevention regulatory orientation and the promotion/prevention frame of a message of contrition (retaliation), such as an apology from a chief executive officer (CEO) (a class action suit threat by a lawyer), affects such forgiveness (retaliation) intentions in the form of product repurchase decisions. Design/methodology/approach In two laboratory experiments, this paper temporally induces a promotion or prevention orientation in the study participants and thereafter ask them to imagine experiencing a product failure and listening to (1) the CEO apologize for the harm (eliciting sympathy/encouraging repurchase); or (2) a lawyer inviting them to seek damages for the harm (eliciting anger/discouraging repurchase). This paper frames the messages from the CEO/lawyer such that they fit either with a promotion mindset or with a prevention mindset. Findings This paper finds that, following a message of apology, a frame-focus fit (compared to a frame-focus misfit) elicits sympathy and encourages repurchase universally across promotion and prevention-oriented consumers. However, following a message encouraging retaliation, the same fit elicits anger and discourages repurchase more among prevention-oriented than promotion-oriented consumers. Originality/value Although past research has investigated how regulatory fit affects forgiveness intentions, this paper fills three research gaps therein by (a) addressing both forgiveness and retaliation intentions, (b) deconstructing the fit-induced “just right feelings” by exploring their underlying emotions of sympathy and anger, and (c) showing that fit effects are not universal across promotion and prevention-oriented consumers. For practice, the results suggest that managers can lessen the fallout from product failures by putting consumers in a promotion mindset that strengthens the effect of a promotion-framed apology and inoculates them against all types of retaliatory messages.",regulatory-fit,1,include,J Consumer Marketing 2021 on regulatory fit × consumer forgive-vs-retaliate × repurchase decisions after product failure; eligible.,llm-claude-opus-4-7
openalex:W3217715030,10.1002/cb.2004,2021,Outcome presence and regulatory fit: Competing explanations for the advantage of gains and losses over non‐gains and non‐losses,"Sandra Praxmarer, Stefan Wolkenstoerfer, Arie Dijkstra",Journal of Consumer Behaviour,"Abstract This research studies goal framing, which focuses on the communication of either the potential benefits associated with performing an action or the potential negative consequences of not doing so. Several studies report that messages presenting gains and losses are more persuasive than those presenting non‐gains and non‐losses. The literature has mostly explained this advantage with regulatory fit. This article notes that two theories can explain the advantage, namely, regulatory fit and feature positivity (outcome presence). However, the former explanation has received significantly more attention in the framing literature than the latter. We also explain that it is difficult to distinguish the two effects empirically because regulatory fit within the message and outcome presence coincide. Consequently, demonstrating an advantage of gains and losses over non‐gains and non‐losses, which many studies have, is not sufficient to support any of the effects. Previous studies have neither discussed the competing explanations nor tried to distinguish them. This article explains that the two theories make different predictions with regard to a moderator and the critical mediators. We use the different predictions to obtain more insights into the relevance of the competing explanations. This article conducts two experiments and studies the moderating effect of premessage regulatory focus and the mediating effects of processing fluency and outcome imagination. We conclude that the framing literature should devote more attention to outcome presence.",regulatory-fit,1,include,"J Consumer Behaviour 2021 on outcome presence × regulatory fit for gain/loss goal framing in persuasion; eligible (experimental, regulatory fit, persuasion outcome).",llm-claude-opus-4-7
openalex:W4306776236,10.1002/mar.21736,2022,Using representational and abstract imagery to create regulatory fit effects,"Kelly Naletelich, Seth Ketron, Nancy Spears, J. Alejandro Gelves",Psychology and Marketing,"Abstract Visual imagery is one of the most important methods of communicating with consumers, but scholars have generally neglected the role of different forms of visual imagery (representational and abstract). Further, the motivation to engage with and process representational versus abstract imagery has also remained underexamined despite the important role that motivation, particularly stemming from regulatory focus, plays in the consumer domain. Therefore, we demonstrate that prevention‐focused versus promotion‐focused mindsets guide the interpretation of meanings conveyed by representational versus abstract visual imagery as a nonverbal means to achieve regulatory fit. Four experimental studies— including one controlled laboratory experiment and one online behavioral response study—show that when representational imagery is matched with a prevention‐focused and abstract imagery with a promotion‐focused mindset or framed message, consumer outcomes are enhanced. Further, we find that perceived risk mediates the results for those with a prevention focus and departure from the status quo for those with a promotion focus.",regulatory-fit,1,include,"Psychology & Marketing 2022 study on representational vs abstract imagery × regulatory fit; eligible (experimental, regulatory fit, consumer outcome).",llm-claude-opus-4-7
arxiv:2402.17838v1,10.1145/3613904.3642640,2024,Personalizing Smart Home Privacy Protection With Individuals' Regulatory Focus: Would You Preserve or Enhance Your Information Privacy?,"Reza Ghaiumy Anaraky, Yao Li, Hichang Cho, Danny Yuxing Huang, Kaileigh A. Byrne, Bart Knijnenburg, Oded Nov",arXiv,"In this study, we explore the effectiveness of persuasive messages endorsing the adoption of a privacy protection technology (IoT Inspector) tailored to individuals' regulatory focus (promotion or prevention). We explore if and how regulatory fit (i.e., tuning the goal-pursuit mechanism to individuals' internal regulatory focus) can increase persuasion and adoption. We conducted a between-subject experiment (N = 236) presenting participants with the IoT Inspector in gain (""Privacy Enhancing Technology"" -- PET) or loss (""Privacy Preserving Technology"" -- PPT) framing. Results show that the effect of regulatory fit on adoption is mediated by trust and privacy calculus processes: prevention-focused users who read the PPT message trust the tool more. Furthermore, privacy calculus favors using the tool when promotion-focused individuals read the PET message. We discuss the contribution of understanding the cognitive mechanisms behind regulatory fit in privacy decision-making to support privacy protection.",regulatory-fit,1,include,"arXiv 2024 on regulatory fit × persuasive messages for smart-home privacy-tool adoption; eligible (experimental, regulatory fit, technology-adoption decision).",llm-claude-opus-4-7
openalex:W4396581741,10.1002/mar.22016,2024,It is a match! The effect of regulatory fit on new products recommendations,"Junhui Zhang, M.S. Balaji, Jun Luo, Subhash Jha, Yogesh K. Dwivedi",Psychology and Marketing,"Abstract Online retailers often recommend new products to consumers. The present study examined the influence of regulatory fit on consumers' click‐through intentions of new products recommended by online retailers. We proposed that regulatory fit resulting from aligning the product's regulatory focus and recommendation message's regulatory orientation positively influences click‐through intention of new product recommendations. In a laboratory study (Study 1), we found that regulatory fit increase consumers' click‐through behaviors of new product recommendations. Study 2 replicated the findings of Study 1 in a controlled online experiment and found support for regulatory fit—click‐through intentions relationship. Study 3 found that regulatory fit increases click‐through intentions for new products but not for existing products. Study 4 supported the mediating role of perceived efficacy and boundary condition of consumer innovativeness in the relationship between regulatory fit and click‐through intentions. This study contributes to the literature on new product adoption, regulatory focus, and product recommendation strategies. Furthermore, it helps online retailors develop effective recommendation strategies for new product recommendations.",regulatory-fit,1,include,Psychology & Marketing 2024 lab study on regulatory fit × new-product recommendation click-through intent; eligible.,llm-claude-opus-4-7
doi:10.7222/marketing.2026.008,10.7222/marketing.2026.008,2026,Regulatory Fit and Regulatory Mode Fit in Marketing Research: マーケティング研究における制御適合，制御モード適合,"Hisaaki Watanabe, Ryota Suga",Quarterly Journal of Marketing,,regulatory-fit,1,include,Quarterly Journal of Marketing 2026 review on regulatory fit and regulatory mode fit in marketing research; eligible (review of empirical marketing literature).,llm-claude-opus-4-7
